Модель;Цена, долл;Пробег, мили;Год;Объём двигателя, л;Мощность, л.с;Топливо
Renault Sandero II;32939,71;8920,15;2017;1,6;82;Бензин
Renault Sandero II;18334,37;7730,80;2018;1,6;82;Бензин
Renault Sandero II Stepway;20286,51;7255,06;2016;1,6;82;Бензин
Renault Sandero I;82038,53;3805,93;2010;1,4;75;Бензин
Renault Sandero I;65257,92;5114,22;2013;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;3729,02;10704,18;2020;1,6;82;Бензин
Renault Sandero I;68365,44;4519,54;2011;1,6;103;Бензин
Renault Sandero II Stepway;29210,69;6541,44;2016;1,6;82;Бензин
Renault Sandero I;27346,18;5114,22;2013;1,4;75;Бензин
Renault Sandero II;14916,10;8801,22;2017;1,6;82;Бензин
Renault Sandero I;87010,57;2794,98;2011;1,4;75;Бензин
Renault Sandero I Stepway;32318,21;8325,47;2014;1,6;84;Бензин
Renault Sandero II;43505,28;7017,18;2016;1,6;102;Бензин
Renault Sandero II;55935,36;6065,70;2014;1,6;102;Бензин
Renault Sandero II;64636,42;5934,87;2015;1,6;82;Бензин
Renault Sandero II Stepway;26724,67;8444,41;2017;1,6;102;Бензин
Renault Sandero II;23859,54;8682,28;2016;1,6;82;Бензин
Renault Sandero I;152268,49;3687,00;2012;1,6;84;Бензин
Renault Sandero I;134244,87;3805,93;2011;1,6;84;Бензин
Renault Sandero I;45469,24;4281,67;2014;1,6;103;Бензин
Renault Sandero I;62150,40;4579,01;2013;1,6;84;Бензин
Renault Sandero II;8701,06;8563,34;2018;1,6;82;Бензин
Renault Sandero I;32939,71;4400,61;2013;1,4;75;Бензин
Renault Sandero I;49589,81;5352,09;2012;1,6;84;Бензин
Renault Sandero I;49098,82;4757,41;2013;1,6;84;Бензин
Renault Sandero I Stepway;80795,53;4638,48;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9268,87;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8672,15;2020;1,6;113;Бензин
Renault Sandero I;93225,61;3568,06;2010;1,6;103;Бензин
Renault Sandero II Рестайлинг;6215,04;9395,89;2019;1,6;113;Бензин
Renault Sandero II;55313,86;5815,94;2017;1,6;82;Бензин
Renault Sandero I Stepway;62150,40;3275,48;2013;1,6;84;Бензин
Renault Sandero I;79552,52;3032,85;2013;1,4;75;Бензин
Renault Sandero I;41640,77;3924,87;2010;1,4;75;Бензин
Renault Sandero I;75201,99;3568,06;2011;1,4;75;Бензин
Renault Sandero II;17402,11;6065,70;2015;1,6;82;Бензин
Renault Sandero I;87896,21;3924,87;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;8920,15;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9169,91;2020;1,6;82;Бензин
Renault Sandero II;36357,36;8563,34;2017;1,6;82;Бензин
Renault Sandero I Stepway;47697,33;6363,04;2013;1,6;103;Бензин
Renault Sandero II;11187,07;7124,23;2016;1,6;82;Бензин
Renault Sandero II;41640,77;7373,99;2016;1,6;82;Бензин
Renault Sandero II;55935,36;6541,44;2016;1,6;82;Бензин
Renault Sandero I;55313,86;4757,41;2012;1,6;84;Бензин
Renault Sandero I;39030,45;3556,17;2012;1,6;84;Бензин
Renault Sandero II Stepway;18645,12;8325,47;2017;1,6;113;Бензин
Renault Sandero I;142945,93;4757,41;2012;1,6;103;Бензин
Renault Sandero I;67122,44;4103,27;2011;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;5966,44;10109,50;2020;1,6;113;Бензин
Renault Sandero II Stepway;42883,78;7706,65;2016;1,6;82;Бензин
Renault Sandero II;40397,76;5946,77;2014;1,6;82;Бензин
Renault Sandero II;39001,24;4745,52;2015;1,2;75;Бензин
Renault Sandero I;67122,44;4400,61;2011;1,6;84;Бензин
Renault Sandero I;69860,16;4281,67;2013;1,4;75;Бензин
Renault Sandero II;19888,13;5708,90;2015;1,6;102;Бензин
Renault Sandero I;35425,73;4935,82;2013;1,4;75;Бензин
Renault Sandero I;91982,60;3568,06;2012;1,4;75;Бензин
Renault Sandero II;52827,84;6125,17;2016;1,6;113;Бензин
Renault Sandero I;78931,01;4507,65;2014;1,4;75;Бензин
Renault Sandero II Stepway;6836,54;10109,50;2018;1,6;102;Бензин
Renault Sandero II;85767,56;7255,06;2017;1,6;113;Бензин
Renault Sandero I Stepway;78309,51;4757,41;2013;1,6;84;Бензин
Renault Sandero II;68365,44;9276,96;2017;1,6;82;Бензин
Renault Sandero I;180236,17;2140,84;2011;1,4;75;Бензин
Renault Sandero I;77688,00;4103,27;2011;1,6;103;Бензин
Renault Sandero II Рестайлинг;11932,88;8682,28;2019;1,6;82;Бензин
Renault Sandero I;116221,26;4162,74;2012;1,4;75;Бензин
Renault Sandero II Stepway;90118,09;7730,80;2015;1,6;102;Бензин
Renault Sandero I;43070,23;4162,74;2013;1,4;75;Бензин
Renault Sandero II;24860,16;5471,03;2014;1,6;82;Бензин
Renault Sandero II Рестайлинг;4972,03;10704,18;2019;1,6;82;Бензин
Renault Sandero I;151646,99;3782,14;2012;1,4;75;Бензин
Renault Sandero I;84600,99;4162,74;2010;1,4;75;Бензин
Renault Sandero II Рестайлинг;7458,05;8444,41;2018;1,6;82;Бензин
Renault Sandero I;127408,33;4162,74;2013;1,4;75;Бензин
Renault Sandero II;99440,65;4995,28;2015;1,6;82;Бензин
Renault Sandero II;9695,46;7124,23;2015;1,6;82;Бензин
Renault Sandero II;44748,29;4043,80;2014;1,2;75;Бензин
Renault Sandero I;43505,28;5352,09;2011;1,6;84;Бензин
Renault Sandero I;60150,40;3449,12;2010;1,4;75;Бензин
Renault Sandero I;53449,35;5352,09;2014;1,4;75;Бензин
Renault Sandero II Stepway;57653,82;6898,25;2015;1,6;82;Бензин
Renault Sandero I;104412,68;3270,72;2011;1,4;75;Бензин
Renault Sandero II;55935,36;5054,75;2014;1,6;82;Бензин
Renault Sandero II;40429,46;5352,09;2014;1,6;82;Бензин
Renault Sandero I Stepway;74580,48;4757,41;2012;1,6;84;Бензин
Renault Sandero I;19888,13;5352,09;2013;1,6;103;Бензин
Renault Sandero I;30764,45;5768,36;2014;1,6;84;Бензин
Renault Sandero I;73958,98;4043,80;2010;1,6;84;Бензин
Renault Sandero I;39776,26;4697,95;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;7458,05;10228,44;2018;1,6;113;Бензин
Renault Sandero I;57178,37;3508,59;2012;1,4;75;Бензин
Renault Sandero I;60285,89;4995,28;2013;1,6;84;Бензин
Renault Sandero II;24860,16;7730,80;2016;1,6;102;Бензин
Renault Sandero I;91982,60;2794,98;2009;1,4;75;Бензин
Renault Sandero II;55935,36;6303,57;2015;1,6;82;Бензин
Renault Sandero II;13673,09;8087,60;2017;1,6;102;Бензин
Renault Sandero II;29210,69;7492,93;2016;1,6;102;Бензин
Renault Sandero I;48965,20;3413,44;2014;1,4;75;Бензин
Renault Sandero I;77750,16;4281,67;2012;1,6;84;Бензин
Renault Sandero II;18635,80;7255,06;2016;1,6;102;Бензин
Renault Sandero II;6215,04;6244,11;2017;1,6;82;Бензин
Renault Sandero I;65257,92;3568,06;2011;1,6;84;Бензин
Renault Sandero I;21702,30;5946,77;2013;1,6;84;Бензин
Renault Sandero II;64014,92;6184,64;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;9322,56;8920,15;2019;1,6;82;Бензин
Renault Sandero II;57799,88;5827,83;2016;1,6;82;Бензин
Renault Sandero I;80795,53;4162,74;2013;1,6;84;Бензин
Renault Sandero II;18645,12;5352,09;2015;1,6;82;Бензин
Renault Sandero II;49720,32;6303,57;2015;1,6;102;Бензин
Renault Sandero I Stepway;26538,22;5887,30;2014;1,6;84;Бензин
Renault Sandero I;43010,57;4757,41;2012;1,6;84;Бензин
Renault Sandero II;9944,06;7136,12;2016;1,6;113;Бензин
Renault Sandero II;31075,20;7671,33;2016;1,6;102;Бензин
Renault Sandero I;51957,74;3627,53;2010;1,6;84;Бензин
Renault Sandero II;53418,27;7492,93;2015;1,6;102;Бензин
Renault Sandero I;118085,77;2973,38;2010;1,4;75;Бензин
Renault Sandero II;41267,87;4935,82;2014;1,6;82;Бензин
Renault Sandero I;59042,88;5173,69;2012;1,6;103;Бензин
Renault Sandero II;7834,06;7076,65;2016;1,6;82;Бензин
Renault Sandero I;80174,02;3270,72;2010;1,4;75;Бензин
Renault Sandero I;53449,35;4507,65;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;9229,38;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;4039,78;10109,50;2019;1,6;82;Бензин
Renault Sandero I;34804,23;3687,00;2012;1,4;75;Бензин
Renault Sandero II Рестайлинг;0,00;8705,83;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;10014,00;2019;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10085,72;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11869,75;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9134,23;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10775,54;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;10002,11;2019;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;8170,62;2019;1,6;82;Бензин
Renault Sandero I;71472,96;3924,87;2011;1,6;103;Бензин
Renault Sandero II;27967,68;6648,49;2015;1,6;82;Бензин
Renault Sandero I;74580,48;4103,27;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг;435,05;11298,86;2019;1,6;102;Бензин
Renault Sandero II;75823,49;5352,09;2014;1,6;82;Бензин
Renault Sandero II;84524,55;6541,44;2016;1,6;113;Бензин
Renault Sandero I;93225,61;3805,93;2011;1,6;84;Бензин
Renault Sandero I;84524,55;4162,74;2011;1,6;84;Бензин
Renault Sandero I;46861,40;5589,96;2013;1,6;84;Бензин
Renault Sandero I;86389,06;3330,19;2010;1,6;84;Бензин
Renault Sandero I;52206,34;5054,75;2012;1,6;84;Бензин
Renault Sandero I;82038,53;4638,48;2013;1,6;103;Бензин
Renault Sandero I;55935,36;4519,54;2013;1,6;84;Бензин
Renault Sandero I;93225,61;4757,41;2012;1,6;84;Бензин
Renault Sandero I;68365,44;3211,25;2011;1,4;75;Бензин
Renault Sandero II Stepway;36047,23;6660,38;2016;1,6;82;Бензин
Renault Sandero I;43505,28;4519,54;2010;1,6;103;Бензин
Renault Sandero I;64636,42;3924,87;2010;1,6;84;Бензин
Renault Sandero I;92604,10;3687,00;2011;1,4;75;Бензин
Renault Sandero I;56556,87;4650,37;2012;1,6;84;Бензин
Renault Sandero I;83903,05;4281,67;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8932,42;2020;1,6;113;Бензин
Renault Sandero I;90118,09;4162,74;2011;1,6;103;Бензин
Renault Sandero I Stepway;41827,22;6898,25;2014;1,6;103;Бензин
Renault Sandero I;96333,13;3330,19;2012;1,6;84;Бензин
Renault Sandero II;34182,72;6481,98;2015;1,6;82;Бензин
Renault Sandero I;69608,45;4519,54;2011;1,6;84;Бензин
Renault Sandero I;87010,57;3568,06;2012;1,4;75;Бензин
Renault Sandero I;75201,99;3924,87;2011;1,6;103;Бензин
Renault Sandero I;77066,50;4031,91;2012;1,6;84;Бензин
Renault Sandero I;73958,98;4757,41;2012;1,6;84;Бензин
Renault Sandero II;9944,06;9514,83;2016;1,6;82;Бензин
Renault Sandero I;55935,36;4483,86;2011;1,6;84;Бензин
Renault Sandero I;57178,37;5352,09;2013;1,6;103;Бензин
Renault Sandero I;30250,47;5114,22;2014;1,6;84;Бензин
Renault Sandero I;50963,33;4281,67;2011;1,4;75;Бензин
Renault Sandero I;65257,92;4162,74;2011;1,4;75;Бензин
Renault Sandero I Stepway;47091,98;6541,44;2013;1,6;103;Бензин
Renault Sandero II Рестайлинг;13673,09;8325,47;2019;1,6;82;Бензин
Renault Sandero I;60907,40;4162,74;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;14294,59;7124,23;2018;1,6;82;Бензин
Renault Sandero I;52827,84;4162,74;2011;1,6;84;Бензин
Renault Sandero II;6215,04;7492,93;2015;1,6;102;Бензин
Renault Sandero I;34692,36;3924,87;2012;1,4;75;Бензин
Renault Sandero II;18831,57;7730,80;2015;1,6;102;Бензин
Renault Sandero I;59042,88;4460,08;2013;1,4;75;Бензин
Renault Sandero II Stepway;62150,40;6184,64;2014;1,6;102;Бензин
Renault Sandero II;15537,60;6838,78;2016;1,6;102;Бензин
Renault Sandero II;74580,48;7373,99;2017;1,6;82;Бензин
Renault Sandero II;55313,86;6422,51;2015;1,6;82;Бензин
Renault Sandero II;19266,63;7017,18;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг;8079,55;7611,86;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7314,52;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7361,98;2020;1,6;82;Бензин
Renault Sandero I;55438,16;4995,28;2014;1,6;84;Бензин
Renault Sandero I;96954,63;3568,06;2013;1,6;103;Бензин
Renault Sandero II;62829,71;5589,96;2015;1,6;102;Бензин
Renault Sandero II;12430,08;8920,15;2016;1,6;102;Бензин
Renault Sandero I;55935,36;4043,80;2013;1,4;75;Бензин
Renault Sandero I;80795,53;3449,12;2010;1,4;75;Бензин
Renault Sandero I;90118,09;4519,54;2014;1,4;75;Бензин
Renault Sandero I;24860,16;3508,59;2010;1,4;75;Бензин
Renault Sandero I;75201,99;4579,01;2012;1,6;103;Бензин
Renault Sandero II;55935,36;5352,09;2017;1,2;75;Бензин
Renault Sandero I;53449,35;3639,42;2012;1,4;75;Бензин
Renault Sandero I;133001,86;3092,32;2010;1,6;84;Бензин
Renault Sandero II;60285,89;4757,41;2014;1,6;102;Бензин
Renault Sandero I;110627,72;3211,25;2010;1,4;75;Бензин
Renault Sandero I;78931,01;5233,15;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;13051,58;9336,42;2018;1,6;113;Бензин
Renault Sandero II;38533,25;4995,28;2015;1,2;75;Бензин
Renault Sandero I;142945,93;3984,33;2010;1,4;75;Бензин
Renault Sandero II;20509,63;6898,25;2015;1,6;82;Бензин
Renault Sandero I;81417,03;3544,27;2011;1,6;84;Бензин
Renault Sandero II;75450,59;6898,25;2015;1,6;102;Бензин
Renault Sandero I;119950,28;4757,41;2011;1,6;84;Бензин
Renault Sandero I;63393,41;5530,49;2012;1,6;103;Бензин
Renault Sandero I;62336,86;5233,15;2013;1,6;84;Бензин
Renault Sandero I;73958,98;3032,85;2012;1,4;75;Бензин
Renault Sandero I;44126,79;4995,28;2012;1,6;84;Бензин
Renault Sandero II;14916,10;7136,12;2017;1,6;82;Бензин
Renault Sandero II Stepway;41640,77;7968,67;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;11187,07;11298,86;2019;1,6;102;Бензин
Renault Sandero II Рестайлинг;12430,08;7730,80;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;2361,72;9276,96;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг;18645,12;8741,75;2018;1,6;102;Бензин
Renault Sandero II;27967,68;7136,12;2015;1,6;102;Бензин
Renault Sandero I;9633,31;4876,35;2010;1,4;75;Бензин
Renault Sandero II Stepway;27346,18;7373,99;2016;1,6;102;Бензин
Renault Sandero II;47855,81;8147,07;2017;1,6;102;Бензин
Renault Sandero I;114383,47;2604,68;2010;1,4;75;Бензин
Renault Sandero II;16780,61;7017,18;2017;1,6;82;Бензин
Renault Sandero I;59912,99;4364,93;2011;1,6;84;Бензин
Renault Sandero I;70229,96;4876,35;2012;1,6;84;Бензин
Renault Sandero I;55935,36;4638,48;2013;1,6;103;Бензин
Renault Sandero II Рестайлинг;364,82;9348,32;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг;5301,43;11298,86;2019;1,6;102;Бензин
Renault Sandero I;40397,76;4043,80;2012;1,4;75;Бензин
Renault Sandero II;13673,09;8801,22;2018;1,6;102;Бензин
Renault Sandero I Stepway;149160,97;4995,28;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;15537,60;9514,83;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;2610,32;10109,50;2018;1,6;113;Бензин
Renault Sandero I;130515,85;3449,12;2011;1,4;75;Бензин
Renault Sandero I;52827,84;4008,12;2012;1,6;84;Бензин
Renault Sandero I;614543,19;4281,67;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг;8079,55;9752,70;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг;6836,54;13320,76;2018;1,6;102;Бензин
Renault Sandero I Stepway;47855,81;6541,44;2013;1,6;103;Бензин
Renault Sandero II Stepway;24860,16;8325,47;2016;1,6;113;Бензин
Renault Sandero I;51025,48;5114,22;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;4972,03;9276,96;2018;1,6;102;Бензин
Renault Sandero I;83747,67;4436,29;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг;5449,97;9514,83;2019;1,6;82;Бензин
Renault Sandero II;36668,74;7849,73;2016;1,6;113;Бензин
Renault Sandero II;34479,18;5625,64;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг;17619,64;11893,53;2018;1,6;113;Бензин
Renault Sandero I;105655,69;4353,03;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;8701,06;8920,15;2018;1,6;82;Бензин
Renault Sandero II Stepway;8949,66;9146,13;2018;1,6;82;Бензин
Renault Sandero II Stepway;52827,84;6993,40;2014;1,6;82;Бензин
Renault Sandero I;109073,96;3805,93;2012;1,6;103;Бензин
Renault Sandero II;17402,11;9395,89;2018;1,6;102;Бензин
Renault Sandero I;38533,25;5934,87;2012;1,6;84;Бензин
Renault Sandero II;19266,63;9514,82;2017;1,6;102;Бензин
Renault Sandero I;63393,41;3568,06;2010;1,6;84;Бензин
Renault Sandero II Рестайлинг;1553,76;9039,09;2018;1,6;113;Бензин
